Assay	UniProt	MR_outcomes	Beta
F2	P00734	High density lipoprotein cholesterol levels	0.0733
F2	P00734	Low density lipoprotein cholesterol levels	-0.0526
F2	P00734	Non-HDL cholesterol levels	-0.103
F2	P00734	Peripheral artery disease	0.581
F2	P00734	Phlebitis and thrombophlebitis	-0.00644
F2	P00734	Triglycerides	-0.164
F2	P00734	High density lipoprotein cholesterol levels	0.0386
F2	P00734	Low density lipoprotein cholesterol levels	-0.0277
F2	P00734	Non-HDL cholesterol levels	-0.0543
F2	P00734	Peripheral artery disease	0.306
F2	P00734	Phlebitis and thrombophlebitis	-0.00339
F2	P00734	Total cholesterol levels	-0.0351
F2	P00734	Triglycerides	-0.0864
F2	P00734	Apolipoprotein A1	0.0857
F2	P00734	Blood clot in the leg (Deep venous thrombosis)	0.0118
F2	P00734	Height	0.0772
F2	P00734	High density lipoprotein cholesterol levels	0.132
F2	P00734	IGF-1	0.0969
F2	P00734	Low density lipoprotein cholesterol levels	-0.0557
F2	P00734	Non-HDL cholesterol levels	-0.0915
F2	P00734	Schizophrenia	0.336
F2	P00734	Stroke (any ischemic stroke)	0.263
F2	P00734	Triglycerides	-0.145
F2	P00734	Apolipoprotein A1	0.0993
F2	P00734	Blood clot in the leg (Deep venous thrombosis)	0.0136
F2	P00734	Height	0.0894
F2	P00734	High density lipoprotein cholesterol levels	0.153
F2	P00734	Low density lipoprotein cholesterol levels	-0.0645
F2	P00734	Non-HDL cholesterol levels	-0.106
F2	P00734	Schizophrenia	0.389
F2	P00734	Stroke (any ischemic stroke)	0.305
F2	P00734	Triglycerides	-0.168
F2	P00734	High density lipoprotein cholesterol levels	0.0531
F2	P00734	Low density lipoprotein cholesterol levels	-0.0381
F2	P00734	Non-HDL cholesterol levels	-0.0748
F2	P00734	Peripheral artery disease	0.421
F2	P00734	Phlebitis and thrombophlebitis	-0.00466
F2	P00734	Total cholesterol levels	-0.0484
F2	P00734	Triglycerides	-0.119
F2	P00734	High density lipoprotein cholesterol levels	0.0569
F2	P00734	Low density lipoprotein cholesterol levels	-0.0408
F2	P00734	Non-HDL cholesterol levels	-0.08
F2	P00734	Peripheral artery disease	0.451
F2	P00734	Phlebitis and thrombophlebitis	-0.00499
F2	P00734	Total cholesterol levels	-0.0518
F2	P00734	Triglycerides	-0.127
FABP2	P12104	Coronary artery disease	-0.145
FABP4	P15090	High density lipoprotein cholesterol levels	-0.0547
FABP4	P15090	Triglycerides	0.067
FABP4	P15090	High density lipoprotein cholesterol levels	-0.0829
FABP4	P15090	Triglycerides	0.0994
FAM172A	Q8WUF8	Ulcerative colitis	0.691
FAM172A	Q8WUF8	Educational attainment	0.0627
FAM172A	Q8WUF8	Ulcerative colitis	0.395
FAM172A	Q8WUF8	Educational attainment	0.0577
FAM172A	Q8WUF8	Ulcerative colitis	0.35
FAM20A	Q96MK3	Apolipoprotein A1	0.0798
FAM20A	Q96MK3	Body fat-free mass	-0.0368
FAM20A	Q96MK3	Apolipoprotein B	0.0599
FAM20A	Q96MK3	Triglycerides	0.0552
FAM3D	Q96BQ1	Low density lipoprotein cholesterol levels	-0.0246
FAM3D	Q96BQ1	Non-HDL cholesterol levels	-0.0324
FAM3D	Q96BQ1	Low density lipoprotein cholesterol levels	-0.0239
FAM3D	Q96BQ1	Non-HDL cholesterol levels	-0.0314
FAM3D	Q96BQ1	Low density lipoprotein cholesterol levels	-0.0279
FAM3D	Q96BQ1	Non-HDL cholesterol levels	-0.0368
FAP	Q12884	Hypothyroidism/myxoedema	0.0166
FBN2	P35556	Ascending aorta diameter	0.0803
FBN2	P35556	Body fat mass	-0.0272
FBN2	P35556	Body fat percentage	-0.021
FBN2	P35556	Diastolic blood pressure	0.271
FBN2	P35556	Forced expiratory volume in 1-second (FEV1)	-0.0228
FBN2	P35556	Height	-0.0271
FBN2	P35556	Osteoarthritis (hip)	-0.146
FBP1	P09467	Body fat-free mass	-0.0298
FBP1	P09467	Glomerular filtration rate (estimated)	-0.00455
FBP1	P09467	Height	-0.0518
FBP1	P09467	Ascending aorta diameter	-0.267
FBP1	P09467	Body fat-free mass	-0.0775
FBP1	P09467	Glomerular filtration rate (estimated)	-0.014
FBP1	P09467	Weight	-0.0811
FBP1	P09467	Body fat-free mass	-0.0682
FBP1	P09467	Glomerular filtration rate (estimated)	-0.0104
FBP1	P09467	Height	-0.119
FBP1	P09467	Weight	-0.069
FBP1	P09467	Atrial fibrillation	-0.102
FBP1	P09467	Body fat-free mass	-0.0255
FBP1	P09467	Glomerular filtration rate (estimated)	-0.00444
FBP1	P09467	Height	-0.0469
FBP1	P09467	Weight	-0.0267
FCGR2A	P12318	Apolipoprotein A1	-0.0109
FCGR2A	P12318	Parkinson's disease	0.0956
FCGR2A	P12318	Total cholesterol levels	-0.0252
FCGR2B	P31994	Total cholesterol levels	0.0141
FES	P07332	Apolipoprotein A1	-0.0888
FES	P07332	Attention deficit and hyperactivity disorder	0.283
FES	P07332	Body fat-free mass	0.0476
FES	P07332	Coronary artery disease	-0.446
FES	P07332	Descending aorta diameter	0.157
FES	P07332	Diastolic blood pressure	-2.28
FES	P07332	Height	0.059
FES	P07332	High density lipoprotein cholesterol levels	-0.0548
FES	P07332	Hypertension	-0.0781
FES	P07332	Pulse pressure	-1.91
FES	P07332	Schizophrenia	0.566
FES	P07332	Systolic blood pressure	-4.12
FES	P07332	Weight	0.0504
FGF2	P09038	Body fat-free mass	-0.0475
FGF2	P09038	Hip circumference	-0.0537
FGF2	P09038	Triglycerides	0.0287
FGF2	P09038	WHR	0.0505
FGF2	P09038	Weight	-0.045
FGF2	P09038	Body fat-free mass	-0.0159
FGF5	P12034	Descending aorta diameter	0.0895
FGF5	P12034	Diastolic blood pressure	0.529
FGF5	P12034	Hypertension	0.021
FGF5	P12034	Systolic blood pressure	0.922
FGF7	P21781	Apolipoprotein B	0.0581
FGF7	P21781	Glomerular filtration rate (estimated)	0.00929
FGF7	P21781	Liver volume	0.16
FGF7	P21781	Low density lipoprotein cholesterol levels	0.0494
FGF7	P21781	Non-HDL cholesterol levels	0.0579
FGF7	P21781	Total cholesterol levels	0.0437
FGFR2	P21802	Height	-0.0373
FGG	P02679	Docosahexaenoic acid	-0.0869
FGG	P02679	Docosahexaenoic acid	-0.11
FGR	P09769	Apolipoprotein B	-0.0538
FGR	P09769	Diastolic blood pressure	0.69
FGR	P09769	Hypertension	0.0324
FGR	P09769	Non-HDL cholesterol levels	-0.0411
FGR	P09769	Pulse pressure	0.795
FGR	P09769	Systolic blood pressure	1.45
FHIT	P49789	Cognitive performance	-0.152
FHIT	P49789	Educational attainment	-0.124
FKBP4	Q02790	Apolipoprotein A1	-0.0322
FKBP4	Q02790	High density lipoprotein cholesterol levels	-0.0316
FKBP4	Q02790	IGF-1	0.0253
FKBP4	Q02790	Triglycerides	0.0151
FKBP4	Q02790	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.0911
FKBP4	Q02790	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	0.0818
FKBP4	Q02790	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.068
FKBP4	Q02790	WHR	0.0243
FKBP7	Q9Y680	Atrial fibrillation	0.17
FKBP7	Q9Y680	Height	0.0295
FKBP7	Q9Y680	Atrial fibrillation	0.112
FLRT2	O43155	Atrial fibrillation	-0.0529
FLRT2	O43155	Pulse pressure	-0.253
FLRT2	O43155	Pulse pressure	-0.508
FLT1	P17948	Coronary artery disease	0.532
FLT3	P36888	Body fat mass	0.104
FLT3	P36888	Body fat-free mass	0.0939
FLT3	P36888	Body mass index	0.182
FLT3	P36888	Hip circumference	0.128
FLT3	P36888	Rheumatoid arthritis	-0.859
FLT3	P36888	Waist circumference	0.101
FLT3	P36888	Weight	0.121
FLT4	P35916	WHR	0.0641
FN1	P02751	Apolipoprotein B	0.0496
FN1	P02751	Coronary artery disease	-0.166
FN1	P02751	Height	-0.0541
FN1	P02751	Low density lipoprotein cholesterol levels	0.0615
FN1	P02751	Non-HDL cholesterol levels	0.0609
FN1	P02751	Pulse pressure	-0.969
FN1	P02751	Systolic blood pressure	-1.09
FN1	P02751	Total cholesterol levels	0.0585
FN1	P02751	WHR	-0.0392
FN1	P02751	Apolipoprotein B	0.0889
FN1	P02751	Coronary artery disease	-0.297
FN1	P02751	Height	-0.0971
FN1	P02751	Low density lipoprotein cholesterol levels	0.11
FN1	P02751	Non-HDL cholesterol levels	0.109
FN1	P02751	Pulse pressure	-1.74
FN1	P02751	Systolic blood pressure	-1.96
FN1	P02751	Total cholesterol levels	0.105
FN1	P02751	WHR	-0.0704
FN1	P02751	Apolipoprotein B	0.0901
FN1	P02751	Coronary artery disease	0.303
FN1	P02751	Height	-0.0984
FN1	P02751	Low density lipoprotein cholesterol levels	-0.112
FN1	P02751	Non-HDL cholesterol levels	-0.111
FN1	P02751	Pulse pressure	1.77
FN1	P02751	Systolic blood pressure	2
FN1	P02751	Total cholesterol levels	-0.107
FN1	P02751	WHR	0.0688
FN1	P02751	Apolipoprotein B	0.0804
FN1	P02751	Coronary artery disease	-0.269
FN1	P02751	Height	-0.0878
FN1	P02751	Low density lipoprotein cholesterol levels	0.0998
FN1	P02751	Non-HDL cholesterol levels	0.0987
FN1	P02751	Pulse pressure	-1.57
FN1	P02751	Systolic blood pressure	-1.77
FN1	P02751	Total cholesterol levels	0.0949
FN1	P02751	WHR	-0.0636
FN1	P02751	Total cholesterol levels	0.0785
FOLH1	Q04609	Height	0.0333
FOLH1	Q04609	IGF-1	0.0619
FOLH1	Q04609	Height	0.0288
FOLH1	Q04609	IGF-1	0.0509
FOLH1	Q04609	Height	0.071
FOLH1	Q04609	IGF-1	0.127
FOXO1	Q12778	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.214
FOXO3	O43524	Apolipoprotein A1	0.216
FOXO3	O43524	Body fat mass	-0.229
FOXO3	O43524	Body fat-free mass	-0.345
FOXO3	O43524	Body mass index	-0.196
FOXO3	O43524	Cognitive performance	-0.362
FOXO3	O43524	Creatinine	-0.248
FOXO3	O43524	Glomerular filtration rate (estimated)	0.0489
FOXO3	O43524	Height	-0.425
FOXO3	O43524	Hip circumference	-0.228
FOXO3	O43524	IGF-1	-0.779
FOXO3	O43524	Pulse pressure	2.77
FOXO3	O43524	Schizophrenia	0.595
FOXO3	O43524	Systolic blood pressure	3.95
FOXO3	O43524	WHR	-0.192
FOXO3	O43524	Waist circumference	-0.25
FOXO3	O43524	Weight	-0.356
FRZB	Q92765	Body fat-free mass	0.0196
FRZB	Q92765	Educational attainment	0.0179
FRZB	Q92765	Height	0.0379
FRZB	Q92765	Weight	0.0211
FRZB	Q92765	Body fat-free mass	0.0234
FRZB	Q92765	Educational attainment	0.0213
FRZB	Q92765	Height	0.0452
FRZB	Q92765	Weight	0.0252
FRZB	Q92765	Body fat-free mass	0.0208
FRZB	Q92765	Educational attainment	0.019
FRZB	Q92765	Height	0.0403
FRZB	Q92765	Weight	0.0225
FTCD	O95954	Height	-0.0654
FUT8	Q9BYC5	Height	-0.0101
FXYD5	Q96DB9	Low density lipoprotein cholesterol levels	0.0197
FXYD5	Q96DB9	Total cholesterol levels	0.0195
GALNT10	Q86SR1	Apolipoprotein A1	0.113
GALNT10	Q86SR1	High density lipoprotein cholesterol levels	0.0973
GALNT2	Q10471	Apolipoprotein B	-0.0775
GALNT2	Q10471	Body fat mass	-0.0332
GALNT2	Q10471	Body fat percentage	-0.0315
GALNT2	Q10471	Body mass index	-0.0248
GALNT2	Q10471	C-reactive protein	-0.0386
GALNT2	Q10471	Docosahexaenoic acid	0.0676
GALNT2	Q10471	Hip circumference	-0.0294
GALNT2	Q10471	Non-HDL cholesterol levels	-0.0561
GALNT2	Q10471	Phosphatidylcholines	0.085
GALNT2	Q10471	Phosphoglycerides	0.075
GALNT2	Q10471	Sphingomyelins	0.0685
GALNT2	Q10471	Total cholines	0.078
GALNT2	Q10471	Vitamin D	0.0442
GAS6	Q14393	Total cholesterol levels	-0.0763
GAS6	Q14393	Triglycerides	-0.126
GBP4	Q96PP9	Height	-0.0311
GC	P02774	Vitamin D	1.34
GC	P02774	Vitamin D	1.03
GC	P02774	Basal cell carcinoma	-0.0671
GFER	P55789	Hypertension	-0.0574
GFRA1	P56159	IGF-1	-0.0436
GFRA1	P56159	IGF-1	-0.0743
GFRA1	P56159	IGF-1	-0.068
GGACT	Q9BVM4	Educational attainment	0.0185
GGACT	Q9BVM4	Height	0.0162
GGT1	P19440	Height	-0.0246
GHR	P10912	Body fat-free mass	-0.0381
GHR	P10912	Forced expiratory volume in 1-second (FEV1)	-0.0218
GHR	P10912	Forced vital capacity (FVC)	0.028
GHR	P10912	Hip circumference	-0.0294
GHR	P10912	IGF-1	-0.103
GHR	P10912	Weight	-0.0337
GHR	P10912	Height	-0.0433
GHR	P10912	IGF-1	-0.106
GHR	P10912	Body fat-free mass	0.0277
GHR	P10912	Height	0.0329
GHR	P10912	IGF-1	-0.0442
GHR	P10912	Weight	0.0228
GLB1	P16278	Asthma	-0.0535
GLB1	P16278	Forced vital capacity (FVC)	-0.166
GLT8D2	Q9H1C3	Body fat-free mass	0.0322
GLT8D2	Q9H1C3	Weight	0.0395
GM2A	P17900	Forced expiratory volume in 1-second (FEV1)	-0.0182
GM2A	P17900	Thoracic aortic aneurysm	0.281
GM2A	P17900	Forced expiratory volume in 1-second (FEV1)	-0.04
GM2A	P17900	Thoracic aortic aneurysm	0.617
GMPR	P36959	Body fat-free mass	-0.00778
GMPR	P36959	Hip circumference	-0.0113
GMPR	P36959	Low density lipoprotein cholesterol levels	-0.00881
GMPR	P36959	Total cholesterol levels	-0.00912
GMPR	P36959	Low density lipoprotein cholesterol levels	-0.0113
GMPR	P36959	Non-HDL cholesterol levels	-0.0131
GMPR	P36959	Total cholesterol levels	-0.0115
GMPR	P36959	Body fat-free mass	-0.0211
GMPR	P36959	Hip circumference	-0.0313
GMPR	P36959	Low density lipoprotein cholesterol levels	-0.0291
GMPR	P36959	Non-HDL cholesterol levels	-0.0322
GMPR	P36959	Pulse pressure	0.39
GMPR	P36959	Total cholesterol levels	-0.0271
GNLY	P22749	Diastolic blood pressure	-0.123
GNPDA1	P46926	Systolic blood pressure	-0.599
GNPDA1	P46926	Systolic blood pressure	-1.55
GP5	P40197	Triglycerides	0.0232
GP5	P40197	Triglycerides	0.0439
GPA33	Q99795	Heart failure	-0.14
GPC5	P78333	Height	0.0443
GPNMB	Q14956	Remnant cholesterol	0.0431
GPRC5C	Q9NQ84	Low density lipoprotein cholesterol levels	0.0518
GPRC5C	Q9NQ84	Total cholesterol levels	0.0473
GRK5	P34947	Coronary artery disease	-0.0746
GRK5	P34947	Stroke (any ischemic stroke)	-0.191
GRN	P28799	Alzheimer's disease	-0.26
GRN	P28799	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	0.117
GRN	P28799	Mood swings	0.0223
GRN	P28799	Alzheimer's disease	-0.298
GRN	P28799	Mood swings	0.0256
GRN	P28799	Alzheimer's disease	-0.259
GRN	P28799	Mood swings	0.0222
GRP	P07492	Body fat mass	-0.037
GRP	P07492	Body fat percentage	-0.0205
GRP	P07492	Body fat-free mass	-0.0323
GRP	P07492	Crohn's disease	0.162
GRP	P07492	Hip circumference	-0.036
GRP	P07492	Waist circumference	-0.028
GRP	P07492	Weight	-0.043
GSTA1	P08263	Apolipoprotein A1	0.0164
GSTA1	P08263	Glomerular filtration rate (estimated)	-0.0023
GSTA1	P08263	High density lipoprotein cholesterol levels	0.0187
GSTA1	P08263	IGF-1	0.0184
GSTA1	P08263	Liver volume	-0.0573
GSTA1	P08263	Low density lipoprotein cholesterol levels	-0.0109
GSTA1	P08263	Non-HDL cholesterol levels	-0.0175
GSTA1	P08263	Phenylalanine	0.025
GSTA1	P08263	Total cholesterol levels	-0.0102
GSTA1	P08263	Triglycerides	-0.0229
GSTA1	P08263	Urate	0.018
GSTA1	P08263	Glomerular filtration rate (estimated)	-0.005
GSTA1	P08263	High density lipoprotein cholesterol levels	0.0262
GSTA1	P08263	IGF-1	0.0464
GSTA1	P08263	Liver volume	-0.0924
GSTA1	P08263	Low density lipoprotein cholesterol levels	-0.0333
GSTA1	P08263	Non-HDL cholesterol levels	-0.0464
GSTA1	P08263	Total cholesterol levels	-0.0334
GSTA1	P08263	Triglycerides	-0.049
GSTA1	P08263	Urate	0.0284
GSTA1	P08263	Apolipoprotein A1	0.0254
GSTA1	P08263	Apolipoprotein B	-0.0186
GSTA1	P08263	Glomerular filtration rate (estimated)	-0.00425
GSTA1	P08263	High density lipoprotein cholesterol levels	0.0267
GSTA1	P08263	IGF-1	0.0329
GSTA1	P08263	Liver volume	-0.0916
GSTA1	P08263	Low density lipoprotein cholesterol levels	-0.0187
GSTA1	P08263	Non-HDL cholesterol levels	-0.0342
GSTA1	P08263	Phenylalanine	0.0498
GSTA1	P08263	Total cholesterol levels	-0.0193
GSTA1	P08263	Triglycerides	-0.038
GSTA1	P08263	Urate	0.0269
GSTM4	Q03013	Apolipoprotein A1	-0.0327
GSTM4	Q03013	Apolipoprotein B	0.0578
GSTM4	Q03013	High density lipoprotein cholesterol levels	-0.0313
GSTM4	Q03013	Low density lipoprotein cholesterol levels	0.0416
GSTM4	Q03013	Non-HDL cholesterol levels	0.0354
GSTM4	Q03013	Total cholesterol levels	0.0294
GSTP1	P09211	C-reactive protein	0.0143
GSTP1	P09211	Body fat percentage	-0.0374
GSTP1	P09211	C-reactive protein	-0.0436
GSTT2B	P0CG30	C-reactive protein	-0.0152
GSTT2B	P0CG30	Height	-0.0104
GSTT2B	P0CG30	IGF-1	0.0326
GSTT2B	P0CG30	Omega-3 fatty acids	0.0345
GSTT2B	P0CG30	Triglycerides	0.0213
GSTT2B	P0CG30	Triglycerides	0.0149
GUK1	Q16774	Diastolic blood pressure	-0.115
GUK1	Q16774	Hypertension	-0.00697
GUK1	Q16774	Systolic blood pressure	-0.226
GUK1	Q16774	Diastolic blood pressure	-0.428
GUK1	Q16774	Height	-0.0353
HADH	Q16836	Systolic blood pressure	1.04
HADH	Q16836	Systolic blood pressure	2.44
HAGH	Q16775	Cigarettes per day	-0.0522
HAGH	Q16775	Height	0.0169
HAGH	Q16775	IGF-1	-0.0641
HAGH	Q16775	Thyroid cancer	1.04
HAGH	Q16775	Cigarettes per day	-0.137
HAGH	Q16775	Height	0.0448
HAGH	Q16775	Cigarettes per day	-0.108
HAGH	Q16775	Height	0.0351
HAGH	Q16775	IGF-1	-0.131
HAGH	Q16775	Thyroid cancer	1.99
HAGH	Q16775	IGF-1	-0.516
HAVCR1	Q96D42	Apolipoprotein B	0.0738
HAVCR1	Q96D42	Concentration of chylomicrons and extremely large VLDL	0.0871
HAVCR1	Q96D42	Concentration of intermediate-density lipoprotein particles	0.072
HAVCR1	Q96D42	HbA1c	0.0197
HAVCR1	Q96D42	Linoleic acid	0.1
HAVCR1	Q96D42	Low density lipoprotein cholesterol levels	0.0901
HAVCR1	Q96D42	Non-HDL cholesterol levels	0.113
HAVCR1	Q96D42	Omega-3 fatty acids	0.0786
HAVCR1	Q96D42	Omega-6 fatty acids	0.104
HAVCR1	Q96D42	Phosphatidylcholines	0.0672
HAVCR1	Q96D42	Phosphoglycerides	0.0715
HAVCR1	Q96D42	Polyunsaturated fatty acids	0.11
HAVCR1	Q96D42	Remnant cholesterol	0.0974
HAVCR1	Q96D42	Saturated fatty acids	0.0941
HAVCR1	Q96D42	Total cholesterol levels	0.109
HAVCR1	Q96D42	Total cholines	0.0698
HAVCR1	Q96D42	Triglycerides	0.0838
HAVCR1	Q96D42	Very low-density lipoprotein cholesterol	0.118
HAVCR1	Q96D42	Low density lipoprotein cholesterol levels	0.0265
HAVCR1	Q96D42	Non-HDL cholesterol levels	0.031
HAVCR1	Q96D42	Total cholesterol levels	0.0309
HAVCR1	Q96D42	Triglycerides	0.0221
HAVCR2	Q8TDQ0	Low density lipoprotein cholesterol levels	-0.0134
HAVCR2	Q8TDQ0	Non-HDL cholesterol levels	-0.0165
HAVCR2	Q8TDQ0	Total cholesterol levels	-0.0171
HAVCR2	Q8TDQ0	Triglycerides	-0.0121
HAVCR2	Q8TDQ0	Apolipoprotein B	-0.0452
HAVCR2	Q8TDQ0	Linoleic acid	-0.0478
HAVCR2	Q8TDQ0	Low density lipoprotein cholesterol levels	-0.0479
HAVCR2	Q8TDQ0	Non-HDL cholesterol levels	-0.0639
HAVCR2	Q8TDQ0	Total cholesterol levels	-0.0591
HAVCR2	Q8TDQ0	Triglycerides	-0.0485
HAVCR2	Q8TDQ0	Very low-density lipoprotein cholesterol	-0.0481
HAVCR2	Q8TDQ0	Apolipoprotein B	-0.0242
HAVCR2	Q8TDQ0	Linoleic acid	-0.0342
HAVCR2	Q8TDQ0	Low density lipoprotein cholesterol levels	-0.0257
HAVCR2	Q8TDQ0	Non-HDL cholesterol levels	-0.0317
HAVCR2	Q8TDQ0	Omega-6 fatty acids	-0.0325
HAVCR2	Q8TDQ0	Polyunsaturated fatty acids	-0.0315
HAVCR2	Q8TDQ0	Total cholesterol levels	-0.0304
HAVCR2	Q8TDQ0	Triglycerides	-0.0225
HAVCR2	Q8TDQ0	Very low-density lipoprotein cholesterol	-0.0334
HBZ	P02008	HbA1c	0.0109
HBZ	P02008	Height	0.00955
HDGF	P51858	Drinks per week	0.0142
HDGF	P51858	Height	0.0127
HDGF	P51858	High density lipoprotein cholesterol levels	-0.0176
HDGF	P51858	IGF-1	0.0143
HDGFL2	Q7Z4V5	Low density lipoprotein cholesterol levels	0.163
HDGFL2	Q7Z4V5	Non-HDL cholesterol levels	0.175
HDGFL2	Q7Z4V5	Omega-6 fatty acids	0.356
HDGFL2	Q7Z4V5	Total cholesterol levels	0.195
HEBP1	Q9NRV9	Non-HDL cholesterol levels	-0.0105
HEBP1	Q9NRV9	Triglycerides	-0.0116
HEBP1	Q9NRV9	High density lipoprotein cholesterol levels	0.0107
HEBP1	Q9NRV9	Triglycerides	-0.0146
HEBP1	Q9NRV9	High density lipoprotein cholesterol levels	0.00895
HEBP1	Q9NRV9	Non-HDL cholesterol levels	-0.0106
HEBP1	Q9NRV9	Triglycerides	-0.0116
HEBP1	Q9NRV9	High density lipoprotein cholesterol levels	0.0453
HEBP1	Q9NRV9	Non-HDL cholesterol levels	-0.0519
HEBP1	Q9NRV9	Triglycerides	-0.0563
HEG1	Q9ULI3	Glomerular filtration rate (estimated)	0.0138
HEG1	Q9ULI3	Vitamin D	-0.0753
HGF	P14210	Apolipoprotein B	-0.0994
HGF	P14210	Low density lipoprotein cholesterol levels	-0.0574
HGFAC	Q04756	Crohn's disease	-0.0615
HGFAC	Q04756	Height	0.0138
HGFAC	Q04756	Inflammatory bowel disease	-0.0646
HGFAC	Q04756	Pulse pressure	-0.224
HGFAC	Q04756	Systolic blood pressure	-0.251
HGFAC	Q04756	Ulcerative colitis	-0.061
HGFAC	Q04756	Pulse pressure	-0.201
HGFAC	Q04756	Non-HDL cholesterol levels	0.0367
HGFAC	Q04756	Triglycerides	0.0358
HIP1R	O75146	Parkinson's disease	1.34
HMBS	P08397	Fasting glucose	-0.0598
HMBS	P08397	Fasting glucose	-0.0749
HPGDS	O60760	Diastolic blood pressure	0.143
HPGDS	O60760	Diastolic blood pressure	0.202
HPSE	Q9Y251	Body fat mass	-0.0562
HPSE	Q9Y251	Body fat percentage	-0.0441
HPSE	Q9Y251	Body mass index	-0.0408
HPSE	Q9Y251	WHR	-0.048
HS1BP3	Q53T59	Apolipoprotein B	0.106
HS1BP3	Q53T59	Height	0.0466
HS3ST3B1	Q9Y662	Triglycerides	-0.0277
HS6ST1	O60243	Height	0.022
HS6ST1	O60243	High density lipoprotein cholesterol levels	0.0226
HS6ST1	O60243	IGF-1	0.0433
HS6ST1	O60243	Height	0.0361
HS6ST1	O60243	IGF-1	0.0668
HS6ST1	O60243	High density lipoprotein cholesterol levels	0.0218
HS6ST1	O60243	IGF-1	0.0371
HSD17B14	Q9BPX1	Squamous cell lung cancer	1.38
HSD17B14	Q9BPX1	Valine	0.602
HSD17B14	Q9BPX1	Squamous cell lung cancer	0.678
HSD17B14	Q9BPX1	Valine	0.296
HSPG2	P98160	Diastolic blood pressure	0.186
HSPG2	P98160	Height	0.0158
HYAL1	Q12794	Crohn's disease	-0.308
HYAL1	Q12794	Inflammatory bowel disease	-0.307
HYAL1	Q12794	Ulcerative colitis	-0.313
HYAL1	Q12794	Crohn's disease	-0.466
HYAL1	Q12794	Inflammatory bowel disease	-0.464
HYAL1	Q12794	Ulcerative colitis	-0.474
HYAL1	Q12794	Crohn's disease	-0.396
HYAL1	Q12794	Inflammatory bowel disease	-0.395
HYAL1	Q12794	Ulcerative colitis	-0.403
HYAL1	Q12794	Crohn's disease	-0.204
HYAL1	Q12794	Educational attainment	-0.0396
HYAL1	Q12794	Inflammatory bowel disease	-0.203
HYAL1	Q12794	Ulcerative colitis	-0.207
ICAM1	P05362	Waist circumference	0.00794
ICAM1	P05362	Triglycerides	0.0142
ICAM1	P05362	Apolipoprotein B	-0.0125
ICAM1	P05362	Body fat-free mass	0.0118
ICAM1	P05362	Hypothyroidism/myxoedema	0.00252
ICAM1	P05362	IGF-1	-0.0193
ICAM1	P05362	Weight	0.0132
ICAM1	P05362	IGF-1	0.0249
ICAM1	P05362	Low density lipoprotein cholesterol levels	0.0228
ICAM1	P05362	Waist circumference	-0.0179
ICAM3	P32942	IGF-1	0.0638
ICAM5	Q9UMF0	IGF-1	-0.061
ICAM5	Q9UMF0	Multiple sclerosis	0.174
ICOSLG	O75144	Rheumatoid arthritis	1.08
ICOSLG	O75144	Crohn's disease	-0.182
ICOSLG	O75144	Inflammatory bowel disease	-0.18
ICOSLG	O75144	Rheumatoid arthritis	-0.179
ICOSLG	O75144	Ulcerative colitis	-0.168
IDI2	Q9BXS1	Chronic kidney disease	-0.252
IDI2	Q9BXS1	Creatinine	-0.0577
IDI2	Q9BXS1	Glomerular filtration rate (estimated)	0.0126
IDI2	Q9BXS1	Chronic kidney disease	-0.384
IDI2	Q9BXS1	Creatinine	-0.0879
IDI2	Q9BXS1	Glomerular filtration rate (estimated)	0.0192
IDI2	Q9BXS1	Chronic kidney disease	-0.255
IDI2	Q9BXS1	Creatinine	-0.0603
IDI2	Q9BXS1	Glomerular filtration rate (estimated)	0.0146
IDUA	P35475	Alzheimer's disease	0.0655
IDUA	P35475	Apolipoprotein A1	0.0116
IDUA	P35475	Body fat mass	-0.0149
IDUA	P35475	Body fat percentage	-0.0149
IDUA	P35475	Celiac disease	0.112
IDUA	P35475	High density lipoprotein cholesterol levels	0.0121
IDUA	P35475	Non-HDL cholesterol levels	-0.0121
IDUA	P35475	Triglycerides	-0.00791
IDUA	P35475	Urinary albumin-to-creatinine ratio	0.0449
IDUA	P35475	WHR	-0.0149
IDUA	P35475	Waist circumference	-0.0133
IDUA	P35475	Alzheimer's disease	0.0525
IDUA	P35475	Body fat mass	-0.0127
IDUA	P35475	Height	-0.0345
IDUA	P35475	Body fat mass	-0.0143
